filesystem,record_size,scenario,rounds,target_ops_mean,achieved_ops_mean,achieved_pct_mean,send_errors_mean,requests_mean,app_avg_mean,app_avg_stdev,app_avg_cv_pct,app_p50_mean,app_p90_mean,app_p99_mean,app_p99_stdev,app_p99_cv_pct,app_max_mean,block_util_mean,block_await_mean,block_await_stdev,block_await_cv_pct,block_wkB_s_mean,cpu_iowait_mean,bottleneck_rounds
f2fs,10240,scenario_a,1,10000,1468.14,14.7,0,220525,47.38,0.0,0.0,39.0,94.91,177.78,0.0,0.0,347.77,15.234605263157896,8.529868421052631,0.0,0.0,13787.621052631579,1.1513157894736843,0
f2fs,10240,scenario_b,1,10000,1441.98,14.4,0,216607,37.06,0.0,0.0,29.95,77.59,137.9,0.0,0.0,299.13,14.905328947368421,8.09046052631579,0.0,0.0,13460.075789473683,1.0263157894736843,0
f2fs,10240,scenario_a_dynamic,1,10000,1533.1,15.3,0,230197,49.36,0.0,0.0,36.42,111.31,201.66,0.0,0.0,371.86,53.96519736842105,16.27032894736842,0.0,0.0,13208.926315789473,6.644736842105263,0
f2fs,10240,scenario_b_dynamic,1,10000,2328.36,23.3,0,349657,20.42,0.0,0.0,15.31,45.16,80.96,0.0,0.0,191.12,38.084144736842106,9.426973684210527,0.0,0.0,23722.50947368421,3.5099337748344372,0
f2fs,102400,scenario_a,1,1000,760.32,76.0,0,114127,7.56,0.0,0.0,5.8,16.42,31.62,0.0,0.0,78.31,25.002317880794703,7.331456953642384,0.0,0.0,76530.36927152317,0.7615894039735099,0
f2fs,102400,scenario_b,1,1000,743.98,74.4,0,111648,7.76,0.0,0.0,5.74,16.92,33.91,0.0,0.0,128.77,23.911973684210526,6.788815789473684,0.0,0.0,72259.36842105263,0.6158940397350994,0
f2fs,102400,scenario_a_dynamic,1,1000,741.44,74.1,0,111303,9.46,0.0,0.0,7.19,20.65,39.95,0.0,0.0,114.04,46.57013245033112,9.406556291390729,0.0,0.0,76288.47470198675,3.6821192052980134,0
f2fs,102400,scenario_b_dynamic,1,1000,732.84,73.3,0,109993,10.0,0.0,0.0,7.19,22.41,44.93,0.0,0.0,120.53,45.62251655629139,9.399006622516556,0.0,0.0,75122.06410596026,3.3311258278145695,0
f2fs,1024000,scenario_a,1,100,93.1,93.1,0,13981,12.46,0.0,0.0,6.81,29.97,59.11,0.0,0.0,125.93,24.953092105263156,7.268025091642558,0.0,0.0,95136.33684210526,0.5657894736842105,0
f2fs,1024000,scenario_b,1,100,92.71,92.7,0,13916,14.28,0.0,0.0,9.51,31.54,62.53,0.0,0.0,121.99,27.294934210526314,7.8207236842105265,0.0,0.0,95900.42947368421,0.6118421052631579,0
f2fs,1024000,scenario_a_dynamic,1,100,92.52,92.5,0,13887,15.89,0.0,0.0,10.77,35.05,67.48,0.0,0.0,178.43,38.72185430463576,8.062251191719291,0.0,0.0,93997.91046357616,2.5695364238410594,0
f2fs,1024000,scenario_b_dynamic,1,100,92.29,92.3,0,13860,17.17,0.0,0.0,12.81,36.24,66.87,0.0,0.0,113.05,41.30828947368421,8.500394736842106,0.0,0.0,93974.77052631578,2.6821192052980134,0
