profile,phase,occupancy_target_pct,filesystem,record_size,scenario,total_rounds,valid_rounds,invalid_rounds,run_states,target_ops_mean,sent_ops_mean,ack_window_ops_mean,eventual_ack_ops_mean,outstanding_at_end_mean,drain_time_sec_mean,drain_completed_rounds,requests_mean,app_avg_mean,app_avg_stdev,app_avg_cv_pct,app_p50_mean,app_p90_mean,app_p99_mean,app_p99_stdev,app_p99_cv_pct,app_max_mean,mapper_util_mean,mapper_await_mean,raw_util_mean,raw_await_mean,cpu_iowait_mean,bottleneck_rounds
latency,occupancy,60,ext4,10240,scenario_a,1,1,0,BACKPRESSURED,2000,1934.07,1927.93,1934.07,0,0.0,1,116044,129.52,0.0,0.0,32.15,417.99,937.71,0.0,0.0,1312.42,0.0,0.0,14.352500000000001,8.312333333333333,0.8,0
latency,occupancy,80,ext4,10240,scenario_a,1,1,0,BACKPRESSURED,2000,1924.02,1917.85,1924.02,0,0.0,1,115441,155.73,0.0,0.0,35.21,511.68,1116.02,0.0,0.0,1526.63,0.0,0.0,14.369333333333334,9.3215,0.8,0
latency,occupancy,20,ext4,10240,scenario_b,1,1,0,BACKPRESSURED,2000,1947.72,1947.18,1947.72,0,0.0,1,116863,87.04,0.0,0.0,18.13,295.59,972.45,0.0,0.0,1151.47,0.0,0.0,7.216833333333334,3.8993333333333333,0.6,0
latency,occupancy,40,ext4,10240,scenario_b,1,1,0,BACKPRESSURED,2000,1946.25,1943.13,1946.25,0,0.0,1,116775,84.23,0.0,0.0,16.63,304.18,919.98,0.0,0.0,1163.95,0.0,0.0,13.6545,6.984500000000001,0.7333333333333333,0
latency,occupancy,60,ext4,10240,scenario_b,1,1,0,BACKPRESSURED,2000,1960.12,1954.93,1960.12,27,0.19,1,117607,54.39,0.0,0.0,14.95,75.15,927.39,0.0,0.0,1247.06,0.0,0.0,7.63,5.796333333333333,0.55,0
latency,occupancy,80,ext4,10240,scenario_b,1,1,0,BACKPRESSURED,2000,1909.55,1909.4,1909.55,0,0.0,1,114573,86.74,0.0,0.0,15.64,224.09,1072.23,0.0,0.0,1551.36,0.0,0.0,13.4225,7.4195,0.6166666666666667,0
latency,occupancy,20,ext4,102400,scenario_a,1,1,0,NOT_SATURATED,200,200.0,200.0,200.0,0,0.0,1,12000,6.32,0.0,0.0,4.28,14.25,28.99,0.0,0.0,89.88,0.0,0.0,7.612166666666667,2.9968333333333335,0.26666666666666666,0
latency,occupancy,40,ext4,102400,scenario_a,1,1,0,NOT_SATURATED,200,200.0,200.0,200.0,0,0.0,1,12000,6.93,0.0,0.0,4.98,15.08,30.59,0.0,0.0,82.36,0.0,0.0,7.711,2.728666666666667,0.26666666666666666,0
latency,occupancy,60,ext4,102400,scenario_a,1,1,0,NOT_SATURATED,200,199.33,199.33,199.33,0,0.0,1,11960,7.18,0.0,0.0,5.27,15.12,35.91,0.0,0.0,93.02,0.0,0.0,8.1265,2.9265,0.25,0
latency,occupancy,80,ext4,102400,scenario_a,1,1,0,NOT_SATURATED,200,200.0,200.0,200.0,0,0.0,1,12000,6.96,0.0,0.0,4.56,16.19,31.72,0.0,0.0,66.65,0.0,0.0,8.9535,3.176833333333333,0.3333333333333333,0
latency,occupancy,20,ext4,102400,scenario_b,1,1,0,NOT_SATURATED,200,199.98,199.87,199.98,0,0.0,1,11999,6.34,0.0,0.0,4.8,13.58,26.29,0.0,0.0,141.53,0.0,0.0,3.8035,1.9463333333333332,0.13333333333333333,0
latency,occupancy,40,ext4,102400,scenario_b,1,1,0,NOT_SATURATED,200,199.6,199.6,199.6,0,0.0,1,11976,6.21,0.0,0.0,3.95,13.92,30.91,0.0,0.0,110.78,0.0,0.0,7.843,2.9678333333333335,0.25,0
latency,occupancy,60,ext4,102400,scenario_b,1,1,0,NOT_SATURATED,200,199.9,199.9,199.9,0,0.0,1,11994,6.35,0.0,0.0,4.55,14.11,27.87,0.0,0.0,84.97,0.0,0.0,6.661333333333333,2.8208333333333333,0.2,0
latency,occupancy,80,ext4,102400,scenario_b,1,1,0,NOT_SATURATED,200,200.0,200.0,200.0,0,0.0,1,12000,6.15,0.0,0.0,4.2,13.48,29.29,0.0,0.0,130.24,0.0,0.0,6.239333333333334,2.062666666666667,0.18333333333333332,0
latency,occupancy,20,ext4,1024000,scenario_a,1,1,0,NOT_SATURATED,20,20.0,20.0,20.0,0,0.03,1,1200,12.87,0.0,0.0,10.26,22.71,56.01,0.0,0.0,73.75,0.0,0.0,4.719666666666667,1.5956666666666666,0.11666666666666667,0
latency,occupancy,40,ext4,1024000,scenario_a,1,1,0,NOT_SATURATED,20,20.0,20.0,20.0,0,0.0,1,1200,15.41,0.0,0.0,11.97,29.17,59.45,0.0,0.0,160.7,0.0,0.0,5.993833333333333,1.8943333333333334,0.11666666666666667,0
latency,occupancy,60,ext4,1024000,scenario_a,1,1,0,NOT_SATURATED,20,20.0,20.0,20.0,0,0.0,1,1200,14.03,0.0,0.0,11.9,21.85,60.81,0.0,0.0,161.64,0.0,0.0,5.457833333333333,1.5973333333333333,0.13333333333333333,0
latency,occupancy,80,ext4,1024000,scenario_a,1,1,0,NOT_SATURATED,20,20.0,20.0,20.0,0,0.0,1,1200,15.02,0.0,0.0,11.95,26.61,56.84,0.0,0.0,125.37,0.0,0.0,4.927833333333333,1.8183333333333334,0.11666666666666667,0
latency,occupancy,20,ext4,1024000,scenario_b,1,1,0,NOT_SATURATED,20,20.0,20.0,20.0,0,0.13,1,1200,14.5,0.0,0.0,12.04,25.44,53.49,0.0,0.0,88.32,0.0,0.0,12.893833333333333,1.4536666666666667,0.11666666666666667,0
latency,occupancy,40,ext4,1024000,scenario_b,1,1,0,NOT_SATURATED,20,20.0,20.0,20.0,0,0.0,1,1200,14.59,0.0,0.0,11.45,25.24,59.52,0.0,0.0,113.76,0.0,0.0,5.651,1.9421666666666666,0.15,0
latency,occupancy,60,ext4,1024000,scenario_b,1,1,0,NOT_SATURATED,20,20.0,20.0,20.0,0,0.0,1,1200,14.69,0.0,0.0,12.39,24.51,51.95,0.0,0.0,95.03,0.0,0.0,4.431333333333334,1.3,0.11666666666666667,0
latency,occupancy,80,ext4,1024000,scenario_b,1,1,0,NOT_SATURATED,20,20.0,20.0,20.0,0,0.03,1,1200,14.79,0.0,0.0,11.7,26.96,52.99,0.0,0.0,178.56,0.0,0.0,5.607833333333334,1.5835,0.11666666666666667,0
latency,occupancy,20,f2fs,1024,scenario_a,1,1,0,BACKPRESSURED,20000,2228.28,2211.62,2228.28,310,0.27,1,133697,445.67,0.0,0.0,201.08,1323.76,2002.76,0.0,0.0,2315.45,0.0,0.0,3.3291666666666666,3.286166666666667,0.4166666666666667,0
latency,occupancy,40,f2fs,1024,scenario_a,1,1,0,BACKPRESSURED,20000,2631.28,2614.63,2631.28,553,0.38,1,157877,378.79,0.0,0.0,177.14,936.86,1183.7,0.0,0.0,1410.73,0.0,0.0,0.7118333333333333,1.3738333333333332,0.2,0
latency,occupancy,60,f2fs,1024,scenario_a,1,1,0,BACKPRESSURED,20000,2610.75,2594.1,2610.75,0,0.0,1,156645,378.57,0.0,0.0,321.11,814.87,1281.71,0.0,0.0,1444.83,0.0,0.0,0.8638333333333333,1.6903333333333332,0.26666666666666666,0
latency,occupancy,80,f2fs,1024,scenario_a,1,1,0,BACKPRESSURED,20000,2555.82,2539.23,2555.82,396,0.22,1,153349,389.81,0.0,0.0,175.25,977.08,1548.29,0.0,0.0,1708.17,0.0,0.0,0.8443333333333334,1.6543076923076923,0.23333333333333334,0
latency,occupancy,20,f2fs,1024,scenario_b,1,1,0,BACKPRESSURED,20000,2668.57,2651.98,2668.57,633,0.57,1,160114,373.28,0.0,0.0,292.39,872.45,1277.82,0.0,0.0,1501.73,0.0,0.0,0.6475,1.2825,0.18333333333333332,0
latency,occupancy,40,f2fs,1024,scenario_b,1,1,0,BACKPRESSURED,20000,2597.58,2581.03,2597.58,384,0.17,1,155855,382.61,0.0,0.0,201.31,1073.24,1408.91,0.0,0.0,2118.68,0.0,0.0,4.503166666666666,2.882,0.23333333333333334,0
latency,occupancy,60,f2fs,1024,scenario_b,1,1,0,BACKPRESSURED,20000,2661.32,2644.67,2661.32,188,0.19,1,159679,373.9,0.0,0.0,293.47,887.83,1205.19,0.0,0.0,1359.96,0.0,0.0,0.8075,1.4481666666666666,0.21666666666666667,0
latency,occupancy,80,f2fs,1024,scenario_b,1,1,0,BACKPRESSURED,20000,2709.13,2692.63,2709.13,456,0.32,1,162548,367.05,0.0,0.0,196.55,1019.44,1409.1,0.0,0.0,1551.92,0.0,0.0,2.3064999999999998,2.1973333333333334,0.3,0
latency,occupancy,20,f2fs,10240,scenario_a,1,1,0,BACKPRESSURED,2000,1951.82,1951.45,1951.82,0,0.0,1,117109,118.61,0.0,0.0,30.76,321.71,1107.9,0.0,0.0,2117.14,0.0,0.0,10.063333333333333,4.941363636363636,0.4166666666666667,0
latency,occupancy,40,f2fs,10240,scenario_a,1,1,0,BACKPRESSURED,2000,1956.78,1956.18,1956.78,0,0.0,1,117407,89.82,0.0,0.0,26.99,222.98,969.55,0.0,0.0,1305.46,0.0,0.0,10.423666666666668,4.908363636363636,0.43333333333333335,0
latency,occupancy,60,f2fs,10240,scenario_a,1,1,0,BACKPRESSURED,2000,1967.35,1966.37,1967.35,0,0.0,1,118041,112.61,0.0,0.0,32.21,401.82,825.15,0.0,0.0,1081.69,0.0,0.0,13.472166666666666,6.372833333333333,0.6,0
latency,occupancy,80,f2fs,10240,scenario_a,1,1,0,BACKPRESSURED,2000,1966.5,1966.23,1966.5,0,0.0,1,117990,76.0,0.0,0.0,24.42,163.18,854.13,0.0,0.0,1118.29,0.0,0.0,9.9745,5.309333333333333,0.43333333333333335,0
latency,occupancy,20,f2fs,10240,scenario_b,1,1,0,BACKPRESSURED,2000,1967.43,1965.7,1967.43,0,0.0,1,118046,51.56,0.0,0.0,14.86,57.62,745.22,0.0,0.0,1188.06,0.0,0.0,8.191833333333333,3.0641666666666665,0.38333333333333336,0
latency,occupancy,40,f2fs,10240,scenario_b,1,1,0,BACKPRESSURED,2000,1950.92,1950.38,1950.92,0,0.0,1,117055,69.12,0.0,0.0,16.61,94.34,978.74,0.0,0.0,1440.8,0.0,0.0,10.953833333333334,4.154166666666667,0.4,0
latency,occupancy,60,f2fs,10240,scenario_b,1,1,0,BACKPRESSURED,2000,1976.83,1976.48,1976.83,0,0.0,1,118610,66.41,0.0,0.0,16.86,170.31,698.95,0.0,0.0,971.32,0.0,0.0,9.042666666666667,4.564,0.48333333333333334,0
latency,occupancy,80,f2fs,10240,scenario_b,1,1,0,BACKPRESSURED,2000,1974.88,1960.75,1974.88,401,0.29,1,118493,58.6,0.0,0.0,16.95,87.46,724.73,0.0,0.0,1040.61,0.0,0.0,10.234833333333333,4.4095,0.35,0
latency,occupancy,20,f2fs,102400,scenario_a,1,1,0,NOT_SATURATED,200,200.02,200.02,200.02,0,0.0,1,12001,6.55,0.0,0.0,4.9,14.48,26.21,0.0,0.0,95.73,0.0,0.0,5.815,2.2792833333333333,0.2,0
latency,occupancy,40,f2fs,102400,scenario_a,1,1,0,NOT_SATURATED,200,200.0,200.0,200.0,0,0.0,1,12000,6.16,0.0,0.0,4.42,13.74,25.24,0.0,0.0,60.69,0.0,0.0,6.161333333333333,2.7101363636363636,0.1,0
latency,occupancy,60,f2fs,102400,scenario_a,1,1,0,NOT_SATURATED,200,199.98,199.93,199.98,0,0.0,1,11999,6.41,0.0,0.0,4.73,14.26,25.42,0.0,0.0,102.93,0.0,0.0,6.179,1.9126666666666665,0.23333333333333334,0
latency,occupancy,80,f2fs,102400,scenario_a,1,1,0,NOT_SATURATED,200,199.98,199.92,199.98,0,0.0,1,11999,7.06,0.0,0.0,5.19,15.8,29.3,0.0,0.0,58.96,0.0,0.0,10.090666666666667,3.578,0.36666666666666664,0
latency,occupancy,20,f2fs,102400,scenario_b,1,1,0,NOT_SATURATED,200,200.0,200.0,200.0,0,0.0,1,12000,5.74,0.0,0.0,4.28,12.49,23.23,0.0,0.0,65.1,0.0,0.0,5.985333333333333,2.7028333333333334,0.2,0
latency,occupancy,40,f2fs,102400,scenario_b,1,1,0,NOT_SATURATED,200,200.0,200.0,200.0,0,0.0,1,12000,6.49,0.0,0.0,4.88,13.96,27.1,0.0,0.0,84.55,0.0,0.0,5.712166666666667,2.7231666666666667,0.18333333333333332,0
latency,occupancy,60,f2fs,102400,scenario_b,1,1,0,NOT_SATURATED,200,200.0,200.0,200.0,0,0.0,1,12000,5.84,0.0,0.0,4.48,12.56,23.44,0.0,0.0,64.04,0.0,0.0,4.4595,2.128833333333333,0.15,0
latency,occupancy,80,f2fs,102400,scenario_b,1,1,0,NOT_SATURATED,200,200.0,200.0,200.0,0,0.0,1,12000,5.65,0.0,0.0,4.12,12.21,24.65,0.0,0.0,90.2,0.0,0.0,6.3454999999999995,2.4396666666666667,0.21666666666666667,0
latency,occupancy,20,f2fs,1024000,scenario_a,1,1,0,NOT_SATURATED,20,20.0,20.0,20.0,0,0.15,1,1200,12.02,0.0,0.0,10.22,19.74,35.83,0.0,0.0,67.45,0.0,0.0,4.436,1.4510416666666666,0.2,0
latency,occupancy,40,f2fs,1024000,scenario_a,1,1,0,NOT_SATURATED,20,20.0,20.0,20.0,0,0.0,1,1200,13.74,0.0,0.0,11.5,23.06,40.35,0.0,0.0,73.69,0.0,0.0,4.642833333333334,1.9785,0.16666666666666666,0
latency,occupancy,60,f2fs,1024000,scenario_a,1,1,0,NOT_SATURATED,20,20.0,20.0,20.0,0,0.0,1,1200,13.38,0.0,0.0,10.85,23.71,51.04,0.0,0.0,69.71,0.0,0.0,4.956,2.1823333333333332,0.08333333333333333,0
latency,occupancy,80,f2fs,1024000,scenario_a,1,1,0,NOT_SATURATED,20,20.0,20.0,20.0,0,0.03,1,1200,14.16,0.0,0.0,11.56,25.56,53.49,0.0,0.0,75.99,0.0,0.0,3.0243333333333333,1.6066666666666667,0.13333333333333333,0
latency,occupancy,20,f2fs,1024000,scenario_b,1,1,0,NOT_SATURATED,20,20.0,20.0,20.0,0,0.27,1,1200,13.97,0.0,0.0,11.1,26.1,41.64,0.0,0.0,53.06,0.0,0.0,4.723333333333334,1.5109545454545454,0.06666666666666667,0
latency,occupancy,40,f2fs,1024000,scenario_b,1,1,0,NOT_SATURATED,20,20.0,20.0,20.0,0,0.0,1,1200,13.11,0.0,0.0,11.19,21.32,43.65,0.0,0.0,67.93,0.0,0.0,4.919666666666666,2.376333333333333,0.08333333333333333,0
latency,occupancy,60,f2fs,1024000,scenario_b,1,1,0,NOT_SATURATED,20,20.0,20.0,20.0,0,0.0,1,1200,13.77,0.0,0.0,11.95,22.91,40.1,0.0,0.0,79.83,0.0,0.0,4.924833333333333,1.4776666666666667,0.15,0
latency,occupancy,80,f2fs,1024000,scenario_b,1,1,0,NOT_SATURATED,20,20.0,20.0,20.0,0,0.0,1,1200,14.18,0.0,0.0,12.04,24.61,42.81,0.0,0.0,54.29,0.0,0.0,4.993333333333333,1.5846666666666667,0.11666666666666667,0
